date,open,high,low,close,volume,ma_7,ma_30,volatility,lag_1,lag_7,return
2023-08-09,29770.41,30160.0,29376.67,29581.99,38003.88725,29290.235714285714,29695.328,274.0618160718287,29770.42,29186.01,-0.006329437072100319
2023-08-10,29581.99,29738.0,29320.2,29455.75,23463.45373,29327.68,29656.449666666667,276.5589145191601,29581.99,29193.64,-0.0042674613844437825
2023-08-11,29455.76,29564.52,29252.45,29426.03,20637.0443,29372.257142857146,29624.650666666665,261.0901676761451,29455.75,29113.99,-0.0010089710837443144
2023-08-12,29426.02,29481.35,29381.56,29430.17,8971.48068,29423.405714285713,29557.181999999997,225.0825095276201,29426.03,29072.13,0.0001406917616817438
2023-08-13,29430.18,29474.65,29272.32,29303.84,11101.70947,29454.179999999997,29523.57633333333,182.3110671353003,29430.17,29088.42,-0.004292533818187172
2023-08-14,29303.85,29695.32,29102.45,29430.93,31443.11532,29485.59,29494.95666666667,149.41612061625395,29303.84,29211.06,0.004336974266853755
2023-08-15,29430.92,29499.26,29059.6,29200.0,27503.87691,29404.10142857143,29460.556999999997,121.03847245524732,29430.93,29770.42,-0.007846507059070196
2023-08-16,29200.01,29259.85,28723.08,28730.51,32996.69854,29282.461428571427,29413.640666666666,260.2591376832674,29200.0,29581.99,-0.016078424657534285
2023-08-17,28730.51,28783.48,25166.0,26623.41,100271.54033,28877.841428571428,29305.783333333333,1024.7693295311167,28730.51,29455.75,-0.07334015302895769
2023-08-18,26623.41,26832.6,25619.0,26054.0,69790.65711,28396.122857142855,29177.276333333335,1434.6958621918907,26623.41,29426.03,-0.0213875683092436
2023-08-19,26054.0,26281.0,25801.09,26100.01,26160.75343,27920.385714285716,29053.943333333333,1579.4890132239977,26054.0,29430.17,0.001765947647194288
2023-08-20,26100.01,26299.0,25971.05,26189.99,19056.91209,27475.55,28930.219,1563.3236568179882,26100.01,29303.84,0.003447508257659715
2023-08-21,26190.0,26258.42,25812.0,26126.92,30267.24233,27003.54857142857,28807.983,1360.1274222345528,26189.99,29430.93,-0.0024081719771562593
2023-08-22,26126.92,26139.42,25300.0,26056.0,34247.06688,26554.405714285713,28673.724666666665,979.8829779257915,26126.92,29200.0,-0.0027144416563451568
2023-08-23,26055.99,26819.27,25812.82,26432.72,44023.69978,26226.15,28582.265333333333,218.37992719149491,26056.0,28730.51,0.014458090267116974
2023-08-24,26432.71,26577.87,25864.0,26180.05,30205.22116,26162.812857142857,28480.636666666665,130.61859384218033,26432.72,26623.41,-0.009558985984038038
2023-08-25,26180.05,26314.05,25777.15,26060.01,27753.33772,26163.67142857143,28370.905000000002,129.80134301225354,26180.05,26054.0,-0.0045851707693453925
2023-08-26,26060.0,26125.77,25985.92,26017.37,10022.22322,26151.865714285716,28264.058,139.92023809562986,26060.01,26100.01,-0.0016362234703670708
2023-08-27,26017.38,26182.23,25966.11,26101.77,12099.64216,26139.262857142858,28156.979,139.88705774293953,26017.37,26189.99,0.003243986613558514
2023-08-28,26101.78,26253.99,25864.5,26120.0,22692.62655,26138.274285714284,28049.215666666667,140.013216145495,26101.77,26126.92,0.0006984200688304742
2023-08-29,26120.0,28142.85,25922.0,27716.34,74251.99488,26375.46571428571,27997.057333333334,606.5374580590453,26120.0,26056.0,0.061115620214395205
2023-08-30,27716.34,27768.57,27017.24,27299.99,35448.25848,26499.36142857143,27932.648666666664,701.3489613697576,27716.34,26432.72,-0.015021824670934159
2023-08-31,27299.99,27587.51,25655.01,25940.78,51032.80401,26465.18,27807.141666666666,724.9387361702736,27299.99,26180.05,-0.04978793032524931
2023-09-01,25940.77,26156.0,25333.75,25805.05,41032.15056,26428.757142857143,27694.443000000003,754.4909479845542,25940.78,26060.01,-0.005232302189833948
2023-09-02,25805.04,25987.5,25752.47,25869.51,16250.77698,26407.634285714284,27583.638666666662,769.8413584815559,25805.05,26017.37,0.002497960670488908
2023-09-03,25869.52,26135.0,25800.0,25971.21,17474.47667,26388.98285714286,27478.879333333334,780.0013214458677,25869.51,26101.77,0.003931268895313478
2023-09-04,25971.21,26108.02,25631.21,25826.02,21777.59609,26346.985714285714,27370.675666666666,804.4295545884653,25971.21,26120.0,-0.005590421085501895
2023-09-05,25826.03,25915.49,25562.62,25792.1,21323.39337,26072.094285714287,27260.798333333336,545.6573044461222,25826.02,27716.34,-0.0013134040785224288
2023-09-06,25792.11,26040.0,25372.51,25759.95,27262.52386,25852.088571428572,27145.761333333332,78.88803572868143,25792.1,27299.99,-0.0012465057129895651
2023-09-07,25759.95,26443.14,25615.38,26255.0,27687.49567,25896.977142857144,27028.580666666665,172.09808053544708,25759.95,25940.78,0.01921781680476853
2023-09-08,26255.0,26445.5,25647.26,25910.5,28999.76471,25912.04142857143,26906.197666666663,167.25740396504884,26255.0,25805.05,-0.01312131022662355
2023-09-09,25910.5,25945.09,25796.64,25901.61,10980.62277,25916.62714285714,26787.726333333332,166.33446523190705,25910.5,25869.51,-0.0003431041469674767
2023-09-10,25901.6,26033.66,25570.57,25841.61,18738.26914,25898.11285714286,26668.245666666666,166.4590830323934,25901.61,25971.21,-0.002316458320544501
2023-09-11,25841.6,25900.69,24901.0,25162.52,41682.32,25803.327142857142,26525.990666666665,326.4099947264517,25841.61,25826.02,-0.026278935406888304
2023-09-12,25162.53,26567.0,25131.48,25840.1,56434.38537,25810.184285714287,26410.532666666666,326.6389340368819,25162.52,25792.1,0.026928145511657675
2023-09-13,25840.1,26405.22,25764.17,26222.0,31610.82753,25876.191428571427,26303.568333333333,359.79810498082827,25840.1,25759.95,0.01477935456906132
2023-09-14,26222.0,26860.49,26126.77,26522.73,38333.1725,25914.438571428567,26214.326,416.5341804875804,26222.0,26255.0,0.011468614140797806
2023-09-15,26522.73,26888.0,26224.0,26600.0,26227.29369,26012.938571428567,26143.309,490.4194719976525,26522.73,25910.5,0.0029133501717206745
2023-09-16,26599.99,26777.0,26445.0,26559.67,13960.93351,26106.947142857145,26141.18433333333,527.2136623709999,26600.0,25901.61,-0.001516165413533943
2023-09-17,26559.67,26623.25,26399.0,26527.51,12998.10277,26204.932857142852,26156.967999999997,533.3832878808997,26559.67,25841.61,-0.0012108584180451354
2023-09-18,26527.5,27409.0,26377.35,26762.51,43000.43256,26433.502857142856,26179.051333333333,307.01367557590925,26527.51,25162.52,0.00885872816559119
2023-09-19,26762.5,27483.57,26667.79,27210.26,36190.52187,26629.239999999998,26213.06033333333,302.37335817409314,26762.51,25840.1,0.016730493514995448
2023-09-20,27210.25,27388.63,26800.0,27125.0,34207.21867,26758.239999999998,26246.32966666667,292.12567113054865,27210.26,26222.0,-0.0031333768953327734
2023-09-21,27125.01,27159.6,26377.7,26568.08,34476.82662,26764.71857142857,26263.398999999998,286.4805137894934,27125.0,26522.73,-0.020531612903225693
2023-09-22,26568.08,26743.38,26468.77,26580.14,18198.2292,26761.88142857143,26268.313000000002,288.4750723738402,26568.08,26600.0,0.00045392817245337724
2023-09-23,26580.14,26632.81,26509.0,26575.96,9440.7026,26764.20857142857,26281.510000000002,286.6317646059002,26580.14,26559.67,-0.00015726027026197187
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.65771,26724.33285714286,26287.788999999997,339.5754712734967,26575.96,26527.51,-0.012326177492741452
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2039,26658.947142857145,26297.370333333332,373.3818189074292,26248.38,26762.51,0.0021498469619840588
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,26517.719999999998,26301.367000000002,312.01858603853157,26304.81,27210.26,-0.0031606386816709353
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,26410.29,26309.8,160.98805773562648,26221.67,27125.0,0.005770799495226742
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,26475.04857142857,26286.635000000002,281.27470151870807,26372.99,26568.08,0.024585759900564774
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,26521.737142857142,26273.534,325.3042834905391,27021.39,26580.14,-0.004234793250828317
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,26576.965714285714,26307.59333333333,366.2809869877482,26906.96,26575.96,0.002066379851161315
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,26826.135714285716,26380.51066666667,614.5916894399946,26962.56,26248.38,0.03820149125305594
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,26996.092857142856,26434.677333333337,610.8850602395977,27992.57,26304.81,-0.017792578530660186
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,27168.205714285712,26483.185666666664,519.1673795241982,27494.51,26221.67,-0.0024750395624435484
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,27369.002857142856,26548.270666666667,423.31010869564295,27426.46,26372.99,0.012838332034101452
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,27424.574285714287,26602.213666666663,394.63265622856045,27778.57,27021.39,-0.013254101993011136
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,27570.87857142857,26674.585000000003,358.98203578226884,27410.39,26906.96,0.01899644623808716
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,27712.894285714283,26731.307333333334,261.6654710286783,27931.09,26962.56,0.0009158253401495564
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,27702.105714285717,26798.192333333332,249.48587467428695,27956.67,27992.57,-0.0014171931063320375
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,27715.764285714286,26854.476000000002,238.60641705954455,27917.05,27494.51,-0.01171076456860598
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,27710.57285714286,26906.093,246.22371539699066,27590.12,27426.46,-0.007248971733359588
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,27581.565714285713,26963.193000000003,395.8001327631571,27390.12,27778.57,-0.018787796475517426
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,27488.6,26993.844,504.26932215510135,26875.52,27410.39,-0.004312102612340163
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,27335.872857142855,27015.177333333337,509.7836786885677,26759.63,27931.09,0.0038255386939205493
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,27178.13142857143,27026.168999999998,453.3908262721392,26862.0,27956.67,-0.00035440399076769324
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,27069.145714285714,27044.640666666666,317.4924409525754,26852.48,27917.05,0.011234344090378379
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,27199.239999999998,27109.344333333334,614.3424072128779,27154.15,27590.12,0.04959205130707445
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,27342.924285714285,27171.624333333333,765.4592582857338,28500.78,27390.12,-0.003679548419376566
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,27549.278571428575,27223.540666666664,811.7576406668752,28395.91,26875.52,-0.00267327231280845
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,27828.432857142856,27273.65566666667,830.7194353835098,28320.0,26759.63,0.013902189265536657
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,28229.43857142857,27358.457,954.7051716530212,28713.71,26862.0,0.0332708660775638
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,28666.19857142857,27469.84766666667,918.4276716836991,29669.04,26852.48,0.00811485642946308
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,29071.67142857143,27583.591666666667,750.8747296859791,29909.8,27154.15,0.002763642685674972
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,29724.415714285715,27800.059333333335,1636.1023712760923,29992.46,28500.78,0.10261012267749958
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,30513.961428571427,28055.871,2143.137271225125,33069.99,28395.91,0.02578591647593509
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,31396.254285714287,28328.912333333334,2350.627647394456,33922.73,28320.0,0.0169007624091575
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,32173.104285714286,28593.245333333332,2210.7482657903765,34496.05,28713.71,-0.009983461874620403
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,32776.387142857144,28843.879666666668,1977.419581758939,34151.66,29669.04,-0.007602558704320916
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,33372.27285714286,29079.2,1552.4316185660691,33892.02,29909.8,0.005575943835746777
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,34019.90571428572,29333.16433333333,488.52890077768933,34081.0,29992.46,0.013053901000557477
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,34220.58285714286,29583.570000000003,275.2541184498787,34525.89,33069.99,-0.0014817865665446295
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,34323.01714285715,29805.14333333333,279.32687970121253,34474.73,33922.73,0.004787274621149917
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,34455.21428571428,30069.374,503.7160042077658,34639.77,34496.05,0.022565392322177802
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,34568.061428571425,30319.878333333334,512.7789752717515,35421.43,34151.66,-0.013546601591183705
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,34685.88428571429,30551.152,417.44526299267943,34941.59,33892.02,-0.006433880083877019
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,34826.037142857145,30806.208,337.5633803553432,34716.78,34081.0,0.009945910882288134
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,34895.46428571428,31042.23433333333,314.74925935049447,35062.07,34525.89,-0.0014314614054447006
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,34977.08714285714,31278.548333333336,256.0720304073059,35011.88,34474.73,0.00097709691681791
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,35085.565714285716,31527.950666666668,250.13096002230137,35046.09,34639.77,0.010073306323187703
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,35114.607142857145,31795.770666666667,302.04074679351106,35399.12,35421.43,0.006373039781779832
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,35365.96428571428,32106.136333333332,657.2799641667168,35624.72,34941.59,0.030214132209319677
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,35735.22857142857,32453.673333333332,909.4843263707385,36701.09,34716.78,0.016363001752808914
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,36030.64714285714,32799.35233333333,986.9405916552863,37301.63,35062.07,-0.004601139414014854
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,36323.82571428571,33139.42333333333,937.4464420408094,37130.0,35011.88,-0.0017740371667116506
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,36526.23142857143,33459.77166666667,749.7555073360118,37064.13,35046.09,-0.016220534516795504
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,36547.955714285716,33739.672999999995,712.9541742601454,36462.93,35399.12,-0.025004573137704433
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,36867.02428571428,34051.58699999999,730.4752515508593,35551.19,35624.72,0.06489262384747163
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,36790.22714285714,34310.507,777.5686586770732,37858.2,36701.09,-0.044764146208747246
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,36691.98285714286,34586.971,744.9458439310858,36163.51,37301.63,0.012454819789339933
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,36611.71142857143,34848.784,719.7278758304011,36613.92,37130.0,-0.0012514366120863762
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,36653.95857142857,35105.14466666667,758.3533988280185,36568.1,37064.13,0.021651658139197894
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,36794.794285714284,35356.444,806.9495610393651,37359.86,36462.93,0.0023800945720888755
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,36822.00285714286,35548.083666666666,759.8667303044191,37448.78,35551.19,-0.04558573069670091
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,36757.73714285714,35692.69533333334,671.510838698972,35741.65,37858.2,0.046631590875071405
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,36919.275714285715,35805.08033333333,640.0091417016032,37408.34,36163.51,-0.003049052697874255
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,37076.368571428575,35912.331,685.8795264092183,37294.28,36613.92,0.011242742854936427
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,37249.59285714286,36033.297999999995,689.2316178108667,37713.57,36568.1,0.001779200431038408
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,37262.102857142854,36151.81166666666,692.3542601805698,37780.67,37359.86,-0.008820383545342092
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,37232.66285714286,36257.20166666666,687.4575925758514,37447.43,37448.78,-0.005467130855174918
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,37529.40857142857,36366.96766666667,237.94291720351055,37242.7,35741.65,0.0154706828452289
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,37593.16571428571,36479.63133333333,258.9607632343795,37818.87,37408.34,0.0009458241348827556
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,37654.54857142857,36582.43766666667,225.0050185676831,37854.64,37294.28,-0.0034521527611939273
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,37792.969999999994,36691.14066666667,451.4572397614401,37723.96,37713.57,0.025409845625962824
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,38031.49571428571,36841.43266666667,771.5112221877138,38682.52,37780.67,0.019849534104810163
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,38392.18571428571,37016.615333333335,1007.1519015826593,39450.35,37447.43,0.013229540422328379
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,39070.52857142857,37247.583,1554.346224992117,39972.26,37242.7,0.05050602592898157
2023-12-05,41991.1,44488.0,41414.0,44073.32,67490.74644,39964.02142857143,37549.631,2322.6751681657665,41991.1,37818.87,0.04958717442505667
2023-12-06,44073.82,44297.21,43335.28,43762.69,51431.10492,40808.028571428564,37840.18433333333,2495.4250180708364,44073.32,37854.64,-0.007048028149456376
2023-12-07,43762.69,44047.33,42821.1,43273.14,47103.26845,41600.76857142857,38102.651666666665,2218.4497054505873,43762.69,37723.96,-0.011186469570312108
2023-12-08,43273.15,44700.0,43081.1,44170.99,42900.37556,42384.83571428571,38387.52733333334,1971.2791553273328,43273.14,38682.52,0.02074843655902936
2023-12-09,44171.0,44358.02,43584.51,43713.6,24925.97008,42993.87142857142,38621.27766666667,1520.6131252492826,44170.99,39450.35,-0.010354986383596998
2023-12-10,43713.59,44049.0,43563.0,43789.51,18956.61758,43539.19285714285,38837.54033333333,741.0423456118339,43713.6,39972.26,0.0017365305076681992
2023-12-11,43789.5,43804.5,40222.0,41253.4,76663.89804,43433.80714285715,38974.986999999994,1003.7742938479205,43789.51,41991.1,-0.05791592552645597
2023-12-12,41253.41,42104.12,40680.0,41492.39,42722.69773,43065.102857142854,39122.59566666667,1187.00609896913,41253.4,44073.32,0.005793219467971067
2023-12-13,41492.38,43475.2,40555.0,42869.03,45865.99773,42937.43714285714,39336.132333333335,1146.8527858985444,41492.39,43762.69,0.033178132182793085
2023-12-14,42869.03,43420.0,41400.0,43022.26,42047.05709,42901.59714285714,39585.16799999999,1138.503026254178,42869.03,43273.14,0.0035743752541170792
2023-12-15,43022.26,43080.81,41666.0,41940.3,33421.7932,42582.927142857145,39721.238,1031.1009353711552,43022.26,44170.99,-0.02514884155318664
2023-12-16,41940.29,42724.43,41605.0,42278.03,24118.85747,42377.84571428572,39925.05533333333,903.6174748354779,41940.3,43713.6,0.008052636724105389
2023-12-17,42278.02,42424.07,41252.0,41374.65,27722.11452,42032.86571428571,40083.74633333333,716.434973528462,42278.03,43789.51,-0.02136759919986808
2023-12-18,41374.64,42757.81,40542.93,42657.8,46734.0925,42233.49428571428,40286.73633333333,655.8566565655847,41374.65,41253.4,0.03101295116695857
2023-12-19,42657.8,43497.0,41811.1,42275.99,40927.86444,42345.43714285714,40450.60733333333,569.4646059150243,42657.8,41492.39,-0.00895053190741213
2023-12-20,42275.99,44283.0,42206.0,43668.93,48710.2947,42459.70857142857,40657.945666666674,745.1865282691025,42275.99,42869.03,0.03294872574243679
2023-12-21,43668.92,44242.35,43286.72,43861.8,34624.29384,42579.642857142855,40928.617333333335,901.8984057290545,43668.93,43022.26,0.004416641305385882
2023-12-22,43861.79,44398.26,43412.54,43969.04,32783.19638,42869.462857142855,41147.30733333333,984.3966096328232,43861.8,41940.3,0.0024449520995490914
2023-12-23,43969.04,43988.68,43291.1,43702.16,16557.1293,43072.909999999996,41360.903333333335,988.9452831170408,43969.04,42278.03,-0.006069725424980743
2023-12-24,43702.15,43946.0,42500.0,42991.5,25144.33496,43303.888571428564,41536.83433333333,660.4492783050925,43702.16,41374.65,-0.016261438793872096
2023-12-25,42991.5,43802.32,42720.43,43576.13,27021.23992,43435.07857142857,41730.01633333333,599.0782831264308,42991.5,42657.8,0.013598734633590404
2023-12-26,43576.12,43592.68,41637.6,42508.93,41010.04282,43468.35571428571,41898.733,525.9724356161598,43576.13,42275.99,-0.024490472192000512
2023-12-27,42508.93,43677.0,42098.69,43428.85,36191.21136,43434.05857142858,42104.938,518.487964740145,42508.93,43668.93,0.021640629392459365
2023-12-28,43428.86,43787.57,42241.79,42563.76,35150.52485,43248.624285714286,42263.101,569.6101548380886,43428.85,43861.8,-0.01991970775187457
2023-12-29,42563.76,43111.0,41300.0,42066.95,42597.18912,42976.89714285714,42403.511333333336,620.1129206227328,42563.76,43969.04,-0.011672136108276221
2023-12-30,42066.94,42612.32,41520.3,42140.28,22906.57818,42753.771428571425,42550.721999999994,596.1916144834701,42066.95,43702.16,0.0017431736790995966
2023-12-31,42140.29,42899.0,41965.84,42283.58,23585.91603,42652.64,42670.75733333334,609.0482728537414,42140.28,42991.5,0.0034005469351414686
2024-01-01,42283.58,44184.1,42180.77,44179.55,27174.29903,42738.84285714285,42828.397333333334,780.1968375501565,42283.58,43576.13,0.04483939155577654
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,43087.125714285714,42994.219000000005,1127.3742780881043,44179.55,42508.93,0.017369122139089255
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,43003.75142857143,43022.689999999995,1119.4429958601706,44946.91,43428.85,-0.04675916542427505
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,43230.51428571429,43025.28266666667,1174.8604356382073,42845.23,42563.76,0.030478772082679795
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,43527.39428571429,43038.03,1091.438011078951,44151.1,42066.95,-0.00013567045894657959
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,43788.542857142864,43061.20266666667,907.4103262893401,44145.11,42140.28,-0.00400474707164622
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,44023.60571428571,43053.137,620.2687321056392,43968.32,42283.58,-0.0008938253724500855
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,44419.53285714286,43161.051666666666,1275.1891728902358,43929.02,44179.55,0.06879324874536241
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,44585.688571428575,43238.401333333335,1422.6116254083367,46951.04,44946.91,-0.01791312822889546
2024-01-10,46110.0,47695.93,44300.36,46653.99,89911.41203,45129.79714285715,43418.421,1373.5136705143404,46110.0,42845.23,0.011797657774886172
2024-01-11,46654.0,48969.48,45606.06,46339.16,87470.3296,45442.377142857134,43579.98,1362.5958954961995,46653.99,44151.1,-0.006748190240534524
